data1,data2,data3,data4,data5,data6,data7,data8
22,50,0C,66,26,03,CF,00
2A,50,0C,66,25,03,CF,00
32,50,0C,60,24,03,CF,00
3A,50,0C,60,23,03,CF,00
42,50,0C,62,20,03,D1,00
4A,50,0C,62,1F,03,D1,00
52,50,0C,64,1D,03,D2,00
5A,50,0C,64,1C,03,D2,00
62,50,0C,66,1D,03,D0,00
6A,50,0C,66,1C,03,D0,00
72,50,0C,60,1B,03,D0,00
7A,50,0C,60,1A,03,D0,00
02,50,0C,62,28,03,D1,00
0A,50,0C,62,27,03,D1,00
12,50,0C,64,28,03,CF,00
1A,50,0C,64,27,03,CF,00
22,50,0C,66,25,03,D0,00
2A,50,0C,66,24,03,D0,00
32,50,0C,60,22,03,D1,00
3A,50,0C,60,21,03,D1,00
42,50,0C,62,22,03,CF,00
4A,50,0C,62,21,03,CF,00
52,50,0C,64,1E,03,D1,00
5A,50,0C,64,1D,03,D1,00
62,50,0C,66,1C,03,D1,00
6A,50,0C,66,1B,03,D1,00
72,50,0C,66,1A,03,D1,00
7A,50,0C,60,19,03,D1,00
02,50,0C,60,27,03,D2,00
0A,50,0C,62,26,03,D2,00
12,50,0C,62,26,03,D1,00
1A,50,0C,64,25,03,D1,00
22,50,0C,64,24,03,D1,00
2A,50,0C,66,23,03,D1,00
32,50,0C,66,22,03,D1,00
42,50,0C,60,21,03,D0,00
4A,50,0C,62,20,03,D0,00
52,50,0C,62,1E,03,D1,00
62,50,0C,64,1D,03,D0,00
02,50,0C,60,29,03,D0,00
0A,50,0C,62,28,03,D0,00
22,50,0C,64,22,03,D3,00
2A,50,0C,66,21,03,D3,00
32,50,0C,66,1F,03,D4,00
3A,50,0C,60,1E,03,D4,00
42,50,0C,60,1E,03,D3,00
4A,50,0C,62,1D,03,D3,00
52,50,0C,62,1B,03,D4,00
5A,50,0C,64,1A,03,D4,00
62,50,0C,64,19,03,D4,00
6A,50,0C,66,18,03,D4,00
72,51,0C,66,17,03,D4,00
7A,51,0C,60,16,03,D4,00
02,51,0C,60,23,03,D6,00
0A,51,0C,62,22,03,D6,00
12,51,0C,62,1E,03,D9,00
1A,51,0C,64,1D,03,D9,00
22,51,0C,64,1C,03,D9,00
2A,51,0C,66,1B,03,D9,00
32,51,0C,66,1C,03,D7,00
3A,51,0C,60,1B,03,D7,00
42,51,0C,60,18,03,D9,00
4A,51,0C,62,17,03,D9,00
52,51,0C,62,15,03,DA,00
5A,51,0C,64,14,03,DA,00
62,51,0C,64,11,03,DC,00
6A,51,0C,66,10,03,DC,00
72,51,0C,66,0F,03,DC,00
7A,51,0C,60,0E,03,DC,00
02,51,0C,60,1D,03,DC,00
0A,51,0C,62,1C,03,DC,00
12,51,0C,62,19,03,DE,00
1A,51,0C,64,18,03,DE,00
22,51,0C,64,18,03,DD,00
2A,51,0C,66,17,03,DD,00
32,51,0C,66,17,03,DC,00
3A,51,0C,60,16,03,DC,00
42,51,0C,60,13,03,DE,00
4A,51,0C,62,12,03,DE,00
52,51,0C,62,11,03,DE,00
5A,51,0C,64,10,03,DE,00
62,50,0C,64,10,03,DD,00
6A,50,0C,66,0F,03,DD,00
72,50,04,66,0C,03,DF,00
72,50,0C,66,0C,03,DF,00
7A,50,0C,60,0B,03,DF,00
02,50,0C,60,1B,03,DE,00
0A,50,0C,62,1A,03,DE,00
12,50,0C,62,1A,03,DD,00
1A,50,0C,64,19,03,DD,00
22,50,0C,64,16,03,DF,00
2A,50,0C,66,15,03,DF,00
32,50,0C,66,14,03,DF,00
3A,50,0C,60,13,03,DF,00
42,50,0C,60,13,03,DE,00
4A,50,0C,62,12,03,DE,00
52,50,0C,62,10,03,DF,00
5A,51,0C,64,0F,03,DF,00
62,51,0C,64,0D,03,E0,00
6A,51,04,66,0C,03,E0,00
6A,51,0C,66,0C,03,E0,00
72,51,04,60,0C,03,DF,00
72,51,0C,60,0C,03,DF,00
7A,51,0C,60,0B,03,DF,00
02,51,0C,62,1A,03,DF,00
0A,51,0C,62,19,03,DF,00
12,51,0C,64,19,03,DE,00
22,51,0C,66,16,03,DF,00
2A,51,0C,66,15,03,DF,00
32,51,0C,60,14,03,DF,00
3A,51,0C,60,13,03,DF,00
42,51,0C,62,14,03,DD,00
4A,51,0C,62,13,03,DD,00
52,51,0C,64,10,03,DF,00
62,51,0C,66,0E,03,DF,00
6A,51,0C,66,0D,03,DF,00
72,51,0C,60,0D,03,DE,00
7A,50,04,60,0C,03,DE,00
7A,50,0C,60,0C,03,DE,00
02,50,0C,62,1B,03,DE,00
12,50,0C,64,17,03,E0,00
1A,50,0C,64,16,03,E0,00
22,51,0C,66,15,03,E0,00
2A,51,0C,66,14,03,E0,00
32,51,0C,60,12,03,E1,00
3A,51,0C,60,11,03,E1,00
42,51,0C,62,0F,03,E2,00
4A,51,0C,62,0E,03,E2,00
52,51,04,64,0C,03,E3,00
52,51,0C,64,0C,03,E3,00
5A,51,0C,64,0B,03,E3,00
62,51,0C,66,0A,03,E3,00
6A,51,0C,66,09,03,E3,00
72,51,0C,66,09,03,E2,00
7A,51,0C,60,08,03,E2,00
02,51,0C,60,15,03,E4,00
0A,51,0C,62,14,03,E4,00
12,51,0C,62,12,03,E5,00
1A,51,0C,64,11,03,E5,00
22,51,0C,64,11,03,E4,00
2A,51,0C,66,10,03,E4,00
32,51,0C,66,0D,03,E6,00
3A,51,04,60,0C,03,E6,00
3A,51,0C,60,0C,03,E6,00
42,51,0C,60,0A,03,E7,00
4A,51,0C,62,09,03,E7,00
52,51,0C,62,0A,03,E5,00
5A,51,0C,64,09,03,E5,00
62,51,0C,64,04,03,E9,00
6A,51,0C,66,03,03,E9,00
72,51,0C,66,03,03,E8,00
7A,51,0C,60,02,03,E8,00
02,51,0C,60,12,03,E7,00
0A,51,0C,62,11,03,E7,00
12,51,0C,62,0E,03,E9,00
1A,51,0C,64,0D,03,E9,00
22,51,0C,64,0E,03,E7,00
2A,51,0C,66,0D,03,E7,00
32,51,04,66,0C,03,E7,00
32,51,0C,66,0C,03,E7,00
3A,51,0C,60,0B,03,E7,00
42,51,0C,60,08,03,E9,00
4A,51,0C,62,07,03,E9,00
52,51,0C,62,08,03,E7,00
5A,51,0C,64,07,03,E7,00
62,51,0C,64,06,03,E7,00
6A,51,0C,66,05,03,E7,00
72,51,0C,66,01,03,EA,00
7A,51,0C,60,00,03,EA,00
02,51,0C,60,11,03,E8,00
0A,51,0C,62,10,03,E8,00
12,51,0C,62,0F,03,E8,00
1A,51,0C,64,0E,03,E8,00
22,51,04,64,0C,03,E9,00
22,51,0C,64,0C,03,E9,00
2A,51,0C,66,0B,03,E9,00
32,51,0C,66,0A,03,E9,00
3A,51,0C,60,09,03,E9,00
42,51,0C,60,07,03,EA,00
4A,51,0C,62,06,03,EA,00
52,51,0C,62,06,03,E9,00
5A,51,0C,64,05,03,E9,00
22,51,0C,64,0A,03,EB,00
2A,51,0C,66,09,03,EB,00
32,51,0C,66,07,03,EC,00
3A,51,0C,60,06,03,EC,00
52,51,0C,62,03,03,EC,00
5A,51,0C,64,02,03,EC,00
62,51,0C,64,00,03,ED,00
6A,51,0C,66,FF,03,ED,00
72,51,0C,66,00,03,EB,00
7A,51,0C,60,FF,03,EB,00
02,51,0C,60,0B,03,EE,00
0A,51,0C,62,0A,03,EE,00
12,51,0C,62,09,03,EE,00
1A,51,0C,64,08,03,EE,00
22,51,0C,64,08,03,ED,00
2A,51,0C,66,07,03,ED,00
32,51,0C,66,06,03,ED,00
3A,51,0C,60,05,03,ED,00
42,51,0C,60,02,03,EF,00
4A,51,0C,62,01,03,EF,00
52,51,0C,62,FF,03,F0,00
5A,51,0C,64,FE,03,F0,00
72,51,0C,66,FB,03,F0,00
7A,51,0C,60,FA,03,F0,00
02,51,0C,60,07,03,F2,00
0A,51,0C,62,06,03,F2,00
22,51,0C,64,04,03,F1,00
2A,51,0C,66,03,03,F1,00
32,51,0C,66,02,03,F1,00
3A,51,0C,60,01,03,F1,00
62,51,0C,64,FE,03,EF,00
6A,51,0C,66,FD,03,EF,00
12,51,0C,62,06,03,F1,00
1A,51,0C,64,05,03,F1,00
22,51,0C,64,06,03,EF,00
2A,51,0C,66,05,03,EF,00
32,51,0C,66,03,03,F0,00
3A,51,0C,60,02,03,F0,00
62,51,0C,64,FC,03,F1,00
6A,51,0C,66,FB,03,F1,00
02,51,0C,60,0A,03,EF,00
0A,51,0C,62,09,03,EF,00
32,51,0C,66,04,03,EF,00
3A,51,0C,60,03,03,EF,00
42,51,0C,60,00,03,F1,00
4A,51,0C,62,FF,03,F1,00
62,51,0C,66,FE,03,EF,00
72,51,0C,60,FB,03,F0,00
02,51,0C,62,0A,03,EF,00
12,51,0C,64,06,03,F1,00
22,51,0C,66,02,03,F3,00
2A,51,0C,66,01,03,F3,00
32,51,0C,60,00,03,F3,00
3A,51,0C,60,FF,03,F3,00
42,51,0C,62,FE,03,F3,00
4A,51,0C,62,FD,03,F3,00
52,51,0C,64,FB,03,F4,00
5A,51,0C,64,FA,03,F4,00
62,51,0C,66,F9,03,F4,00
6A,51,0C,66,F8,03,F4,00
72,51,0C,60,F7,03,F4,00
7A,51,0C,60,F6,03,F4,00
02,51,0C,62,04,03,F5,00
0A,51,0C,62,03,03,F5,00
12,51,0C,64,00,03,F7,00
1A,51,0C,64,FF,03,F7,00
22,51,0C,66,FF,03,F6,00
2A,51,0C,66,FE,03,F6,00
32,51,0C,60,FB,03,F8,00
3A,51,0C,60,FA,03,F8,00
42,51,0C,62,F7,03,FA,00
4A,51,0C,62,F6,03,FA,00
52,51,0C,64,F8,03,F7,00
5A,51,0C,64,F7,03,F7,00
62,51,0C,66,F4,03,F9,00
6A,51,0C,66,F3,03,F9,00
72,51,0C,60,F3,03,F8,00
7A,51,0C,60,F2,03,F8,00
02,51,0C,62,02,03,F7,00
0A,51,0C,62,01,03,F7,00
12,51,0C,64,FE,03,F9,00
1A,51,0C,64,FD,03,F9,00
22,51,0C,66,FD,03,F8,00
2A,51,0C,66,FC,03,F8,00
42,51,0C,62,F8,03,F9,00
4A,51,0C,62,F7,03,F9,00
62,51,0C,66,F6,03,F7,00
6A,51,0C,66,F5,03,F7,00
12,51,0C,62,00,03,F7,00
22,51,0C,64,FC,03,F9,00
2A,51,0C,66,FB,03,F9,00
32,51,0C,66,FC,03,F7,00
3A,51,0C,60,FB,03,F7,00
42,51,0C,60,F8,03,F9,00
52,51,0C,62,F7,03,F8,00
5A,51,0C,64,F6,03,F8,00
62,51,0C,64,F8,03,F5,00
6A,51,0C,66,F7,03,F5,00
72,51,0C,66,F4,03,F7,00
7A,51,0C,60,F3,03,F7,00
02,51,0C,60,01,03,F8,00
0A,51,0C,62,00,03,F8,00
22,51,0C,64,FE,03,F7,00
2A,51,0C,66,FD,03,F7,00
32,51,0C,66,FB,03,F8,00
42,51,0C,60,F9,03,F8,00
4A,51,0C,62,F8,03,F8,00
52,51,0C,62,F6,03,F9,00
5A,51,0C,64,F5,03,F9,00
62,51,0C,64,F3,03,FA,00
6A,51,0C,66,F2,03,FA,00
72,51,0C,66,F0,03,FB,00
7A,51,0C,60,EF,03,FB,00
02,51,0C,60,FD,03,FC,00
0A,51,0C,62,FC,03,FC,00
12,51,0C,62,FA,03,FD,00
1A,51,0C,64,F9,03,FD,00
22,51,0C,64,F8,03,FD,00
2A,51,0C,66,F7,03,FD,00
32,51,0C,66,F6,03,FD,00
3A,51,0C,60,F5,03,FD,00
42,51,0C,60,F3,03,FE,00
4A,51,0C,62,F2,03,FE,00
52,51,0C,62,F1,03,FE,00
5A,51,0C,64,F0,03,FE,00
62,51,0C,64,F0,03,FD,00
6A,51,0C,66,EF,03,FD,00
72,51,0C,66,EC,03,FF,00
7A,51,0C,60,EB,03,FF,00
02,51,0C,60,FA,03,FF,00
0A,51,0C,62,F9,03,FF,00
12,51,0C,62,F6,04,00,00
1A,51,0C,64,F5,04,00,00
22,51,0C,64,F4,04,00,00
2A,51,0C,66,F3,04,00,00
42,51,0C,60,F0,04,00,00
4A,51,0C,62,EF,04,00,00
52,51,0C,62,ED,04,01,00
5A,51,0C,64,EC,04,01,00
62,51,0C,64,EE,03,FF,00
6A,51,0C,66,ED,03,FF,00
02,51,0C,60,F8,04,00,00
0A,51,0C,62,F7,04,00,00
12,51,0C,62,F9,03,FE,00
1A,51,0C,64,F8,03,FE,00
22,51,0C,64,F7,03,FE,00
2A,51,0C,66,F6,03,FE,00
32,51,0C,66,F4,03,FF,00
3A,51,0C,60,F3,03,FF,00
42,51,0C,60,EF,04,01,00
4A,51,0C,62,EE,04,01,00
52,51,0C,62,EE,04,00,00
5A,51,0C,64,ED,04,00,00
52,51,0C,62,F0,03,FF,00
5A,51,0C,64,EF,03,FF,00
12,51,0C,62,F4,04,02,00
1A,51,0C,64,F3,04,02,00
32,51,0C,66,F1,04,01,00
3A,51,0C,60,F0,04,01,00
62,51,0C,64,EC,04,00,00
6A,51,0C,66,EB,04,00,00
72,51,0C,66,EA,04,00,00
7A,51,0C,60,E9,04,00,00
02,51,0C,60,F6,04,02,00
0A,51,0C,62,F5,04,02,00
22,51,0C,64,F3,04,01,00
2A,51,0C,66,F2,04,01,00
22,51,0C,64,F6,03,FF,00
2A,51,0C,66,F5,03,FF,00
32,51,0C,66,F5,03,FE,00
3A,51,0C,60,F4,03,FE,00
42,51,0C,60,F2,03,FF,00
4A,51,0C,62,F1,03,FF,00
62,51,0C,64,EF,03,FE,00
6A,51,0C,66,EE,03,FE,00
72,51,0C,66,EE,03,FD,00
7A,51,0C,60,ED,03,FD,00
02,51,0C,60,FC,03,FD,00
0A,51,0C,62,FB,03,FD,00
12,51,0C,62,FB,03,FC,00
1A,51,0C,64,FA,03,FC,00
22,51,0C,64,FA,03,FB,00
2A,51,0C,66,F9,03,FB,00
32,51,0C,66,F7,03,FC,00
3A,51,0C,60,F6,03,FC,00
42,51,0C,60,F7,03,FA,00
52,51,0C,62,F5,03,FA,00
5A,51,0C,64,F4,03,FA,00
72,51,0C,66,F3,03,F8,00
02,51,0C,60,02,03,F7,00
12,51,0C,62,01,03,F6,00
1A,51,0C,64,00,03,F6,00
22,51,0C,64,FF,03,F6,00
32,51,0C,66,00,03,F3,00
52,51,0C,62,00,03,EF,00
5A,51,0C,64,FF,03,EF,00
72,51,0C,66,FD,03,EE,00
7A,51,0C,60,FC,03,EE,00
02,51,04,60,0C,03,ED,00
02,51,0C,60,0C,03,ED,00
0A,51,0C,62,0B,03,ED,00
12,51,04,62,0C,03,EB,00
12,51,0C,62,0C,03,EB,00
1A,51,0C,64,0B,03,EB,00
32,51,0C,66,0B,03,E8,00
3A,51,0C,60,0A,03,E8,00
42,51,0C,60,0B,03,E6,00
4A,51,0C,62,0A,03,E6,00
52,51,04,62,0C,03,E3,00
52,51,0C,62,0C,03,E3,00
62,51,0C,64,0A,03,E3,00
72,51,04,66,0C,03,DF,00
72,51,0C,66,0C,03,DF,00
02,51,0C,60,1B,03,DE,00
0A,51,0C,62,1A,03,DE,00
22,51,0C,64,19,03,DC,00
2A,51,0C,66,18,03,DC,00
32,51,0C,66,18,03,DB,00
3A,51,0C,60,17,03,DB,00
42,51,0C,60,17,03,DA,00
4A,51,0C,62,16,03,DA,00
52,51,0C,62,16,03,D9,00
5A,51,0C,64,15,03,D9,00
62,51,0C,64,14,03,D9,00
6A,51,0C,66,13,03,D9,00
72,51,0C,66,14,03,D7,00
7A,51,0C,60,13,03,D7,00
12,51,0C,62,21,03,D6,00
1A,51,0C,64,20,03,D6,00
22,51,0C,64,1F,03,D6,00
2A,51,0C,66,1E,03,D6,00
32,51,0C,66,1D,03,D6,00
3A,51,0C,60,1C,03,D6,00
42,51,0C,60,1B,03,D6,00
4A,51,0C,62,1A,03,D6,00
52,51,0C,62,19,03,D6,00
5A,51,0C,64,18,03,D6,00
62,51,0C,64,18,03,D5,00
6A,51,0C,66,17,03,D5,00
72,51,0C,66,16,03,D5,00
7A,51,0C,60,15,03,D5,00
02,51,0C,60,25,03,D4,00
0A,51,0C,62,24,03,D4,00
12,51,0C,62,23,03,D4,00
1A,51,0C,64,22,03,D4,00
22,51,0C,64,23,03,D2,00
2A,51,0C,66,22,03,D2,00
32,51,0C,66,21,03,D2,00
3A,51,0C,60,20,03,D2,00
42,51,0C,60,20,03,D1,00
4A,51,0C,62,1F,03,D1,00
52,51,0C,62,21,03,CE,00
5A,51,0C,64,20,03,CE,00
62,51,0C,64,21,03,CC,00
6A,51,0C,66,20,03,CC,00
72,51,0C,66,21,03,CA,00
7A,51,0C,60,20,03,CA,00
02,51,0C,60,2F,03,CA,00
0A,51,0C,62,2E,03,CA,00
12,51,0C,62,2D,03,CA,00
1A,51,0C,64,2C,03,CA,00
22,51,0C,64,2D,03,C8,00
2A,51,0C,66,2C,03,C8,00
32,51,0C,66,2C,03,C7,00
3A,51,0C,60,2B,03,C7,00
42,51,0C,60,2D,03,C4,00
4A,51,0C,62,2C,03,C4,00
52,51,0C,62,2D,03,C2,00
5A,51,0C,64,2C,03,C2,00
62,51,0C,64,2D,03,C0,00
6A,51,0C,66,2C,03,C0,00
72,51,0C,66,2E,03,BD,00
7A,51,0C,60,2D,03,BD,00
02,51,0C,60,3D,03,BC,00
0A,51,0C,62,3C,03,BC,00
12,51,0C,62,3E,03,B9,00
1A,51,0C,64,3D,03,B9,00
22,51,0C,64,3E,03,B7,00
2A,51,0C,66,3D,03,B7,00
32,51,0C,66,3D,03,B6,00
3A,51,0C,60,3C,03,B6,00
42,51,0C,60,3E,03,B3,00
4A,51,0C,62,3D,03,B3,00
52,51,0C,62,3C,03,B3,00
5A,51,0C,64,3B,03,B3,00
62,51,0C,64,3A,03,B3,00
6A,51,0C,66,39,03,B3,00
72,51,0C,66,3C,03,AF,00
7A,51,0C,60,3B,03,AF,00
02,51,0C,60,4A,03,AF,00
0A,51,0C,62,49,03,AF,00
12,51,0C,62,49,03,AE,00
1A,51,0C,64,48,03,AE,00
22,51,0C,64,4C,03,A9,00
2A,51,0C,66,4B,03,A9,00
32,51,0C,66,4B,03,A8,00
3A,51,0C,60,4A,03,A8,00
42,51,0C,60,49,03,A8,00
4A,51,0C,62,48,03,A8,00
52,51,0C,62,4A,03,A5,00
5A,51,0C,64,49,03,A5,00
62,51,0C,64,48,03,A5,00
6A,51,0C,66,47,03,A5,00
72,51,0C,66,46,03,A5,00
7A,51,0C,60,45,03,A5,00
02,51,0C,60,55,03,A4,00
0A,51,0C,62,54,03,A4,00
12,51,0C,62,55,03,A2,00
1A,51,0C,64,54,03,A2,00
22,51,0C,64,53,03,A2,00
2A,51,0C,66,52,03,A2,00
32,51,0C,66,51,03,A2,00
3A,51,0C,60,50,03,A2,00
42,51,0C,60,53,03,9E,00
4A,51,0C,62,52,03,9E,00
52,51,0C,62,50,03,9F,00
5A,51,0C,64,4F,03,9F,00
62,51,0C,64,50,03,9D,00
6A,51,0C,66,4F,03,9D,00
72,51,0C,66,4E,03,9D,00
7A,51,0C,60,4D,03,9D,00
02,51,0C,60,5E,03,9B,00
0A,51,0C,62,5D,03,9B,00
12,51,0C,62,5D,03,9A,00
1A,51,0C,64,5C,03,9A,00
22,51,0C,64,5B,03,9A,00
2A,51,0C,66,5A,03,9A,00
32,51,0C,66,5B,03,98,00
3A,51,0C,60,5A,03,98,00
42,51,0C,60,5A,03,97,00
4A,51,0C,62,59,03,97,00
52,51,0C,62,59,03,96,00
5A,51,0C,64,58,03,96,00
62,51,0C,64,5A,03,93,00
6A,51,0C,66,59,03,93,00
72,51,0C,66,58,03,93,00
7A,51,0C,60,57,03,93,00
02,51,0C,60,68,03,91,00
0A,51,0C,62,67,03,91,00
12,51,0C,62,67,03,90,00
1A,51,0C,64,66,03,90,00
22,51,0C,64,64,03,91,00
2A,51,0C,66,63,03,91,00
32,51,0C,66,66,03,8D,00
3A,51,0C,60,65,03,8D,00
42,51,0C,60,64,03,8D,00
4A,51,0C,62,63,03,8D,00
52,51,0C,62,65,03,8A,00
5A,51,0C,64,64,03,8A,00
62,51,0C,64,66,03,87,00
6A,51,0C,66,65,03,87,00
72,51,0C,66,65,03,86,00
7A,51,0C,60,64,03,86,00
02,51,0C,60,76,03,83,00
0A,51,0C,62,75,03,83,00
12,51,0C,62,75,03,82,00
1A,51,0C,64,74,03,82,00
22,51,0C,64,75,03,80,00
2A,51,0C,66,74,03,80,00
32,51,0C,66,76,03,7D,00
3A,51,0C,60,75,03,7D,00
42,51,0C,60,75,03,7C,00
4A,51,0C,62,74,03,7C,00
52,51,0C,62,74,03,7B,00
5A,51,0C,64,73,03,7B,00
62,51,0C,64,73,03,7A,00
6A,51,0C,66,72,03,7A,00
72,51,0C,66,74,03,77,00
7A,51,0C,60,73,03,77,00
02,51,0C,60,82,03,77,00
0A,51,0C,62,81,03,77,00
12,51,0C,62,82,03,75,00
1A,51,0C,64,81,03,75,00
22,51,0C,64,82,03,73,00
2A,51,0C,66,81,03,73,00
32,51,0C,66,82,03,71,00
3A,51,0C,60,81,03,71,00
42,51,0C,60,81,03,70,00
4A,51,0C,62,80,03,70,00
52,51,0C,62,80,03,6F,00
5A,51,0C,64,7F,03,6F,00
62,51,0C,64,80,03,6D,00
6A,51,0C,66,7F,03,6D,00
72,51,0C,66,7E,03,6D,00
7A,51,0C,60,7D,03,6D,00
02,51,0C,60,8D,03,6C,00
0A,51,0C,62,8C,03,6C,00
12,51,0C,62,8C,03,6B,00
1A,51,0C,64,8B,03,6B,00
22,51,0C,64,8A,03,6B,00
2A,51,0C,66,89,03,6B,00
32,51,0C,66,89,03,6A,00
3A,51,0C,60,88,03,6A,00
42,51,0C,60,89,03,68,00
4A,51,0C,62,88,03,68,00
52,51,0C,62,87,03,68,00
5A,51,0C,64,86,03,68,00
62,51,0C,64,86,03,67,00
6A,51,0C,66,85,03,67,00
72,51,0C,66,86,03,65,00
7A,51,0C,60,85,03,65,00
02,51,0C,60,95,03,64,00
0A,51,0C,62,94,03,64,00
12,51,0C,62,95,03,62,00
1A,51,0C,64,94,03,62,00
22,51,0C,64,93,03,62,00
2A,51,0C,66,92,03,62,00
32,51,0C,66,93,03,60,00
3A,51,0C,60,92,03,60,00
42,51,0C,60,92,03,5F,00
4A,51,0C,62,91,03,5F,00
52,51,0C,62,90,03,5F,00
5A,51,0C,64,8F,03,5F,00
62,51,0C,64,8F,03,5E,00
6A,51,0C,66,8E,03,5E,00
72,51,0C,66,8F,03,5C,00
7A,51,0C,60,8E,03,5C,00
02,51,0C,60,9D,03,5C,00
0A,51,0C,62,9C,03,5C,00
12,51,0C,62,9C,03,5B,00
1A,51,0C,64,9B,03,5B,00
22,51,0C,64,9E,03,57,00
2A,51,0C,66,9D,03,57,00
32,51,0C,66,9C,03,57,00
3A,51,0C,60,9B,03,57,00
42,51,0C,60,9C,03,55,00
4A,51,0C,62,9B,03,55,00
52,51,0C,62,9E,03,51,00
5A,51,0C,64,9D,03,51,00
62,51,0C,64,9E,03,4F,00
6A,51,0C,66,9D,03,4F,00
72,51,0C,66,9E,03,4D,00
7A,51,0C,60,9D,03,4D,00
02,51,0C,60,AD,03,4C,00
0A,51,0C,62,AC,03,4C,00
12,51,0C,62,AE,03,49,00
1A,51,0C,64,AD,03,49,00
22,51,0C,64,AC,03,49,00
2A,51,0C,66,AB,03,49,00
32,51,0C,66,AA,03,49,00
3A,51,0C,60,A9,03,49,00
42,51,0C,60,AA,03,47,00
4A,51,0C,62,A9,03,47,00
52,51,0C,62,AA,03,45,00
5A,52,0C,64,A9,03,45,00
62,52,0C,64,A9,03,44,00
6A,52,0C,66,A8,03,44,00
72,52,0C,66,A8,03,43,00
7A,52,0C,60,A7,03,43,00
02,52,0C,60,B8,03,41,00
0A,52,0C,62,B7,03,41,00
12,52,0C,62,B8,03,3F,00
1A,52,0C,64,B7,03,3F,00
22,52,0C,64,B7,03,3E,00
2A,52,0C,66,B6,03,3E,00
32,52,0C,66,B6,03,3D,00
3A,52,0C,60,B5,03,3D,00
42,52,0C,60,B6,03,3B,00
4A,52,0C,62,B5,03,3B,00
52,52,0C,62,B5,03,3A,00
5A,52,0C,64,B4,03,3A,00
62,52,0C,64,B3,03,3A,00
6A,52,0C,66,B2,03,3A,00
72,52,0C,66,B2,03,39,00
7A,52,0C,60,B1,03,39,00
02,52,04,60,C2,03,37,00
02,52,0C,60,C2,03,37,00
0A,52,0C,62,C1,03,37,00
12,52,0C,62,C0,03,37,00
1A,52,0C,64,BF,03,37,00
22,52,0C,64,BE,03,37,00
2A,52,0C,66,BD,03,37,00
32,52,0C,66,BF,03,34,00
3A,52,0C,60,BE,03,34,00
42,52,0C,60,BE,03,33,00
4A,52,0C,62,BD,03,33,00
52,52,0C,62,BC,03,33,00
5A,52,0C,64,BB,03,33,00
62,52,0C,64,BB,03,32,00
6A,52,0C,66,BA,03,32,00
72,52,0C,66,BA,03,31,00
7A,52,0C,60,B9,03,31,00
02,52,04,60,C9,03,30,00
02,52,0C,60,C9,03,30,00
0A,52,0C,62,C8,03,30,00
12,52,0C,62,C9,03,2E,00
1A,52,0C,64,C8,03,2E,00
22,52,0C,64,C6,03,2F,00
2A,52,0C,66,C5,03,2F,00
32,52,0C,66,C7,03,2C,00
3A,52,04,60,C6,03,2C,00
3A,52,0C,60,C6,03,2C,00
42,52,04,60,C7,03,2A,00
42,52,0C,60,C7,03,2A,00
4A,52,0C,62,C6,03,2A,00
52,52,0C,62,C5,03,2A,00
5A,52,0C,64,C4,03,2A,00
62,52,0C,64,C6,03,27,00
6A,52,0C,66,C5,03,27,00
72,52,0C,66,C7,03,24,00
7A,52,04,60,C6,03,24,00
7A,52,0C,60,C6,03,24,00
02,52,0C,60,D5,03,24,00
0A,52,0C,62,D4,03,24,00
12,52,0C,62,D4,03,23,00
1A,52,0C,64,D3,03,23,00
22,52,0C,64,D4,03,21,00
2A,52,0C,66,D3,03,21,00
32,52,0C,66,D3,03,20,00
3A,52,0C,60,D2,03,20,00
42,52,0C,60,D3,03,1E,00
4A,52,0C,62,D2,03,1E,00
52,52,0C,62,D2,03,1D,00
5A,52,0C,64,D1,03,1D,00
62,52,0C,64,D2,03,1B,00
6A,52,0C,66,D1,03,1B,00
72,52,0C,66,D2,03,19,00
7A,52,0C,60,D1,03,19,00
02,52,0C,60,E3,03,16,00
0A,52,0C,62,E2,03,16,00
12,52,0C,62,E2,03,15,00
1A,52,0C,64,E1,03,15,00
22,52,0C,64,E2,03,13,00
2A,52,0C,66,E1,03,13,00
32,52,0C,66,E2,03,11,00
3A,52,0C,60,E1,03,11,00
42,52,0C,60,E0,03,11,00
4A,52,0C,62,DF,03,11,00
52,52,0C,62,DF,03,10,00
5A,52,0C,64,DE,03,10,00
62,52,0C,64,DE,03,0F,00
6A,52,0C,66,DD,03,0F,00
72,52,0C,66,DC,03,0F,00
7A,52,0C,60,DB,03,0F,00
02,52,0C,60,EC,03,0D,00
0A,52,0C,62,EB,03,0D,00
12,52,0C,62,EA,03,0D,00
1A,52,0C,64,E9,03,0D,00
22,52,04,64,E9,03,0C,00
22,52,0C,64,E9,03,0C,00
2A,52,04,66,E8,03,0C,00
2A,52,0C,66,E8,03,0C,00
32,52,0C,66,E9,03,0A,00
3A,52,0C,60,E8,03,0A,00
42,52,0C,60,E8,03,09,00
4A,52,0C,62,E7,03,09,00
52,52,0C,62,E7,03,08,00
5A,52,0C,64,E6,03,08,00
62,52,0C,64,E8,03,05,00
6A,52,0C,66,E7,03,05,00
72,52,0C,66,E6,03,05,00
7A,52,0C,60,E5,03,05,00
02,52,0C,60,F4,03,05,00
0A,52,0C,62,F3,03,05,00
12,52,0C,62,F4,03,03,00
1A,52,0C,64,F3,03,03,00
22,52,0C,64,F3,03,02,00
2A,52,0C,66,F2,03,02,00
32,52,0C,66,F2,03,01,00
